O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-26,9,903149,7:00:00,13,23,190;353;513;613;715;1121;1377;1547;1829;2290;2385
10-26,9,903150,19:00:00,17,25,140;301;411;551;603;684;763;943;1008
10-26,9,903150,7:00:00,6,25,66;224;290;435;545;672;742;850;1010;1104;1164;1325;1455;1545;1666;1718;1774;1850;2075;2141
10-26,9,903151,15:00:00,17,25,103;253;380;481;666;841;919;1023;1234
10-26,9,903151,9:00:00,14,25,187;297;397;499;653;766;871;1095;1266;1343;1458;1669
10-26,9,903152,9:00:00,8,25,65;209;287;396;457;563;737;821;871;1001;1121;1204;1324;1377;1437;1509;1687;1764
10-26,9,903153,9:00:00,10,14,98;226;293;394;557
10-26,9,904262,21:00:00,14,25,110;220;330;440;550;660;770;880;990;1100;1210;1320
10-26,9,904263,9:00:00,19,25,113;222;413;596;673;783;997
10-26,9,904264,11:00:00,14,25,182;279;339;499;649;739;859;919;978;1048;1214;1311
10-26,9,904264,7:00:00,3,22,70;246;324;401;467;605;725;865;955;1035;1230;1430;1620;1740;1859;2189;2308;2432;2732;3002
10-26,9,904264,9:00:00,19,25,80;190;237;286;352;522;606
10-26,9,904265,7:00:00,7,22,75;205;335;515;614;713;896;1108;1257;1357;1472;1746;2017;2209;2539;3048
10-26,9,904267,9:00:00,14,25,130;203;253;373;471;543;683;739;796;859;1005;1060
10-26,9,904325,13:00:00,12,25,69;165;319;418;478;618;729;809;939;996;1060;1131;1290;1376
10-26,9,904325,15:00:00,11,25,110;200;435;645;805;895;1002;1158;1291;1386;1570;1750;1830;1933;2132
10-26,9,904327,15:00:00,2,25,110;171;324;383;443;481;573;664;774;863;952;1136;1286;1397;1537;1631;1770;1875;1968;2169;2339;2429;2548;2721
10-26,9,904327,19:00:00,12,25,65;236;580;790;841;984;1103;1203;1344;1391;1445;1514;1654;1714
10-26,9,904327,7:00:00,18,25,132;225;331;546;710;780;874;1092
10-26,9,904327,9:00:00,2,25,110;180;338;402;474;538;661;762;902;1012;1102;1286;1457;1607;1707;1815;1981;2104;2198;2412;2545;2621;2724;2910
10-26,9,921486,13:00:00,11,25,110;190;361;511;631;701;797;951;1043;1129;1260;1552;1627;1701;1811
10-26,9,921486,9:00:00,4,25,110;272;367;550;613;750;851;1010;1070;1170;1333;1421;1481;1601;1721;1811;1941;1993;2065;2136;2301;2396
10-26,9,921488,17:00:00,17,25,150;300;400;570;629;701;766;916;982
10-26,901,900382,19:00:00,4,26,320;560;730;840;971;1081;1511;1831;2101;2171;2271;2561;2821;3032;3152;3273;3373;3433;3593;3712;3843;3903;4073
10-26,901,900382,21:00:00,19,37,131;271;340;521;651;831;1080;1130;1270;1450;1610;1719;1839;1899;1990;2095;2280;2350;2430
10-26,901,900383,15:00:00,22,37,210;430;710;1029;1139;1319;1549;1799;1939;2100;2170;2290;2440;2711;2851;2941
10-26,901,900383,17:00:00,24,34,120;200;420;634;694;814;915;1200;1380;1537;1607
10-26,901,900387,17:00:00,30,37,210;339;409;538;719;989;1139;1249
10-26,901,900387,19:00:00,25,34,80;210;376;416;505;595;835;975;1135;1185
10-26,901,900387,7:00:00,6,27,110;280;380;510;850;1019;1109;1209;1549;1676;1877;1927;1997;2087;2277;2337;2508;2668;3009;3359;3479;3589
10-26,901,900388,21:00:00,20,34,90;140;320;440;570;630;740;901;942;1032;1102;1321;1451;1571;1631
10-26,901,900388,7:00:00,19,34,110;221;281;511;650;780;860;1020;1250;1300;1380;1470;1710;1841;1991;2051
10-26,901,900388,9:00:00,26,37,110;260;490;701;811;946;1006;1106;1286;1546;1677;1767
10-26,901,900389,17:00:00,25,34,130;190;351;611;651;791;891;1191;1361;1501
10-26,901,901654,19:00:00,18,37,70;190;391;451;622;789;980;1280;1349;1479;1709;1919;2039;2169;2239;2329;2489;2718;2848;2928
10-26,901,901654,21:00:00,30,34,80;290;420;560;620
10-26,901,901655,21:00:00,16,34,210;360;460;570;670;730;940;1070;1170;1230;1380;1550;1590;1690;1780;2000;2130;2270;2320
10-26,901,902859,17:00:00,16,32,160;220;290;439;610;710;940;1150;1330;1590;1720;1919;2149;2409;2559;2700;2770
10-26,901,902861,9:00:00,25,34,100;260;453;503;593;683;933;1073;1203;1263
10-26,901,902863,7:00:00,27,37,140;391;561;651;771;831;941;1081;1322;1432;1522
10-26,901,902867,17:00:00,13,30,110;310;430;630;690;770;920;1099;1179;1449;1689;2129;2459;2579;2729;2999;3229;3389
10-26,901,902871,15:00:00,9,33,100;241;431;501;591;771;881;1070;1110;1180;1320;1479;1568;1769;2019;2374;2654;2704;2814;2924;3034;3144;3254;3364;3474
10-26,901,902871,17:00:00,14,30,131;460;871;1051;1161;1301;1441;1521;1831;1952;2072;2152;2262;2372;2482;2592;2702
10-26,901,902871,19:00:00,14,37,120;220;380;421;481;600;750;840;970;1150;1351;1621;1691;1872;2042;2202;2312;2452;2512;2602;2752;2942;3082;3182
10-26,901,902871,21:00:00,24,34,109;179;309;469;509;609;679;899;1038;1168;1218
10-26,901,902873,11:00:00,23,37,180;350;580;690;810;1040;1200;1330;1480;1550;1680;1850;2170;2270;2350
10-26,901,902873,7:00:00,22,37,200;350;830;1060;1140;1321;1671;1941;2151;2321;2411;2571;2831;3111;3254;3315
10-26,901,902873,9:00:00,21,34,50;300;440;551;651;802;1002;1071;1143;1233;1522;1662;1802;1872
10-26,901,903303,11:00:00,15,34,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1650;1760;1870;1980;2090;2200
10-26,901,903303,13:00:00,26,37,110;220;330;440;550;660;770;880;990;1100;1210;1320
10-26,901,903303,15:00:00,30,34,110;220;330;440;550
10-26,901,903303,9:00:00,12,35,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1650;1760;1870;1980;2090;2200;2310;2420;2530;2640
10-26,901,903312,15:00:00,15,34,420;671;841;941;1172;1341;1431;1621;1761;1951;2041;2151;2261;2371;2481;2591;2701;2811;2921;3031
10-26,901,903312,17:00:00,26,37,100;250;401;681;931;1201;1311;1421;1531;1641;1751;1861
10-26,901,903312,7:00:00,14,30,150;250;410;460;530;662;812;872;1022;1172;1322;1492;1602;1732;1922;2122;2202
10-26,902,905272,17:00:00,18,24,231;521;741;841;1021;1101;1171
10-26,902,905273,15:00:00,16,24,130;507;738;938;1087;1188;1378;1438;1488
10-26,902,905273,17:00:00,5,19,247;397;541;1011;1072;1322;1682;1782;1932;2252;2522;2668;2998;3198;3408
10-26,902,905274,11:00:00,14,24,160;329;459;789;959;1149;1349;1469;1639;1729;1799
10-26,902,905275,7:00:00,3,14,159;239;489;649;799;1399;1470;1710;2140;2250;2350;2520
10-26,902,905276,11:00:00,5,24,240;380;504;884;935;1126;1286;1366;1476;1626;1776;1876;2189;2380;2489;2690;2820;2990;3050;3110
10-26,902,905276,21:00:00,18,24,200;291;481;551;681;731;791
10-26,902,905377,13:00:00,3,24,110;190;411;561;691;911;961;1151;1321;1401;1510;1690;1851;1952;2256;2426;2577;2747;2838;2978;3038;3098
10-26,902,905381,7:00:00,10,24,281;441;522;622;822;1002;1112;1482;1692;1902;2143;2244;2394;2464;2554
10-26,902,905382,11:00:00,15,24,120;260;590;830;930;1130;1390;1600;1700;1760
10-26,902,905382,13:00:00,13,24,90;241;391;511;831;1001;1091;1251;1341;1481;1531;1591
10-26,902,905382,17:00:00,6,16,80;540;730;930;1366;1586;1756;2066;2256;2496;2686
10-26,902,905382,19:00:00,14,24,150;313;440;747;907;1097;1268;1358;1508;1568;1628
10-26,902,905383,11:00:00,18,24,200;380;589;750;940;1010;1080
10-26,902,905384,11:00:00,2,24,110;219;329;549;699;820;1149;1209;1399;1560;1650;1769;1939;2119;2259;2619;2799;2979;3099;3179;3309;3369;3439
10-26,902,905384,7:00:00,18,24,181;370;581;671;801;861;921
10-26,903,905554,17:00:00,20,33,100;320;430;511;632;797;957;1107;1197;1247;1466;1596;1677;1767
10-26,903,905555,19:00:00,19,33,97;197;347;428;506;661;810;920;1030;1110;1160;1361;1461;1541;1621
10-26,903,905556,13:00:00,25,33,145;315;425;525;585;795;864;934;1049
10-26,903,905557,17:00:00,13,33,90;200;410;505;698;786;913;1033;1293;1403;1493;1643;1823;1983;2133;2223;2293;2553;2733;2843;2943
10-26,903,905560,7:00:00,18,33,81;201;321;492;582;672;870;1047;1187;1297;1407;1467;1758;1928;2038;2125
10-26,903,905561,17:00:00,16,31,190;300;370;558;664;829;1009;1118;1258;1357;1575;1801;1861;1950;2040;2310
10-26,903,905562,11:00:00,7,31,150;199;349;520;680;760;842;922;1122;1342;1462;1522;1679;1787;1987;2164;2270;2413;2514;2704;2909;2959;3039;3137;3368
10-26,903,905564,11:00:00,17,33,206;301;430;530;739;839;923;1078;1247;1367;1477;1577;1627;1844;1974;2043;2133
10-26,903,905564,15:00:00,13,33,87;148;328;410;584;670;780;853;997;1086;1169;1290;1427;1597;1757;1837;1888;2118;2263;2415;2486
10-26,903,906211,11:00:00,27,33,130;230;280;519;639;739;839
10-26,903,906211,13:00:00,4,32,150;250;320;458;618;698;789;973;1103;1203;1264;1464;1557;1736;1906;2057;2177;2347;2458;2548;2668;2828;2938;3088;3177;3236;3456;3577;3698
10-26,903,906211,21:00:00,24,31,131;192;333;514;564;668;758;968
10-26,903,906212,17:00:00,24,33,150;320;460;590;680;730;930;1110;1200;1310
10-26,903,906213,17:00:00,5,29,60;170;280;390;500;610;720;830;940;1050;1160;1270;1475;1535;1695;1825;2005;2105;2186;2326;2506;2676;2826;2916;2966
10-26,903,906214,19:00:00,27,33,150;220;270;470;590;670;760
10-26,903,906214,21:00:00,4,33,90;164;254;384;474;514;604;793;893;963;1033;1203;1267;1447;1518;1638;1718;1918;1998;2068;2198;2339;2459;2599;2679;2739;2989;3159;3229;3319
10-26,903,906214,9:00:00,3,26,70;200;350;540;740;800;950;1140;1339;1439;1549;1669;1878;2068;2198;2278;2497;2607;2809;2989;3139;3279;3409;3569
10-26,903,906215,21:00:00,16,31,180;277;337;469;564;723;944;1054;1185;1244;1358;1531;1571;1651;1731;1941
10-26,903,906216,17:00:00,14,31,150;390;580;730;801;1010;1121;1340;1531;1690;1849;1939;2169;2385;2445;2544;2644;2935
10-26,903,906216,21:00:00,13,33,80;180;360;440;607;667;806;906;1086;1175;1255;1365;1525;1614;1744;1825;1875;2065;2175;2245;2325
10-26,903,906216,7:00:00,8,28,50;180;340;500;581;691;862;1092;1253;1372;1442;1689;1810;2083;2283;2393;2563;2672;2891;3192;3242
10-26,903,906216,9:00:00,23,33,90;259;430;620;780;880;940;1160;1300;1401;1501
10-26,903,906217,11:00:00,19,31,191;296;522;712;812;951;1081;1251;1444;1494;1570;1660;1924
10-26,903,906218,11:00:00,17,31,110;170;363;474;673;983;1093;1223;1343;1515;1700;1750;1836;1906;2186
10-26,903,906220,11:00:00,27,31,195;254;334;434;665
10-26,903,906220,13:00:00,13,31,90;190;351;541;641;711;855;947;1142;1312;1432;1542;1622;1772;1945;2005;2072;2172;2392
10-26,903,906220,17:00:00,9,30,90;190;450;560;661;761;971;1109;1310;1400;1550;1670;1920;2030;2120;2322;2485;2685;2865;2956;3016;3256
10-26,903,906220,9:00:00,17,33,198;289;399;509;689;789;869;989;1151;1311;1421;1511;1561;1761;1921;2011;2092
10-26,903,906221,17:00:00,17,33,199;280;400;520;720;830;920;1080;1248;1408;1577;1678;1738;2018;2168;2268;2368
10-26,903,906221,21:00:00,8,31,40;130;230;370;450;530;620;771;951;1051;1101;1230;1322;1460;1624;1733;1843;1893;2033;2192;2242;2322;2402;2612
10-26,903,906222,21:00:00,29,33,40;220;330;411;491
10-26,903,906223,11:00:00,27,33,140;250;300;491;660;730;810
10-26,903,906223,13:00:00,11,33,170;279;359;409;578;689;874;1033;1153;1263;1413;1493;1573;1683;1839;1979;2109;2199;2249;2435;2545;2625;2704
10-26,903,906223,15:00:00,4,27,170;270;361;511;661;741;842;1032;1142;1242;1342;1503;1672;1877;1957;2097;2217;2406;2515;2596;2786;2966;3095;3256
10-26,903,906224,11:00:00,23,31,100;221;350;531;749;799;879;969;1209
10-26,903,906224,13:00:00,7,31,160;210;340;470;622;702;792;892;1042;1222;1322;1392;1568;1684;1852;2077;2166;2276;2346;2513;2670;2710;2800;2880;3104
10-26,903,906224,15:00:00,23,33,80;240;426;546;687;787;837;1058;1208;1298;1397
10-26,903,906224,19:00:00,11,31,170;251;331;411;591;761;871;931;1109;1210;1405;1586;1676;1806;1876;2037;2212;2262;2372;2461;2721
10-26,903,906224,7:00:00,29,33,50;251;391;491;582
10-26,903,906224,9:00:00,9,33,100;201;391;497;607;687;923;1005;1181;1361;1489;1599;1761;1861;1950;2110;2274;2423;2583;2673;2723;2903;3013;3102;3240
10-26,903,906225,13:00:00,17,33,179;259;380;480;630;720;810;960;1110;1270;1390;1480;1530;1720;1831;1920;2021
10-26,903,906225,7:00:00,6,31,90;206;326;376;456;596;696;776;826;1016;1096;1264;1344;1454;1564;1718;1818;1908;2048;2205;2365;2525;2615;2665;2905;3065
10-26,903,906225,9:00:00,19,31,238;359;537;827;927;1057;1148;1318;1515;1574;1664;1754;2034
10-26,904,901984,11:00:00,8,35,71;130;171;251;322;483;603;933;993;1203;1243;1353;1503;1584;1785;1905;2204;2354;2484;2654;2843;2953;3004;3144;3234;3450;3601;3769
10-26,904,901984,15:00:00,25,41,150;291;471;682;832;872;1029;1099;1238;1389;1496;1687;1887;2051;2143;2243;2345
10-26,904,901987,7:00:00,11,27,120;190;250;440;530;610;740;840;1090;1180;1307;1427;1487;1577;1817;1857;2067
10-26,904,901987,9:00:00,21,41,80;250;440;709;829;949;1079;1358;1459;1519;1640;1710;1820;1960;2074;2313;2513;2644;2729;2850;2940
10-26,904,905139,19:00:00,7,34,60;210;452;602;812;885;936;1125;1215;1325;1465;1614;2114;2234;2374;2514;2604;2711;2952;2992;3223;3493;3583;3636;3686;3796;3865;4103
10-26,904,905141,17:00:00,8,24,130;390;530;720;801;861;1141;1241;1371;1550;1700;2270;2395;2515;2686;2756;2876
10-26,905,901659,7:00:00,12,24,190;300;390;510;801;1061;1381;1481;1561;1871;2061;2142;2382
10-26,905,901660,21:00:00,27,37,237;327;529;639;889;1009;1123;1193;1363;1440;1500
10-26,905,901660,7:00:00,28,37,134;359;469;839;970;1133;1234;1384;1437;1497
10-26,905,901662,15:00:00,27,37,110;220;465;575;904;1033;1190;1300;1490;1564;1623
10-26,905,901664,17:00:00,5,26,413;515;585;625;665;715;775;896;1007;1088;1208;1468;1758;2148;2228;2408;2648;2888;2969;3249;3398;3525
10-26,905,901664,9:00:00,22,37,90;180;380;570;690;830;900;1020;1090;1136;1176;1215;1265;1355;1625;1755
10-26,905,901666,11:00:00,18,25,331;431;741;911;1101;1201;1486;1794
10-26,905,901667,9:00:00,32,37,140;309;419;589;658;717
10-26,905,901668,7:00:00,32,37,130;286;377;517;583;648
10-26,905,901669,15:00:00,27,37,110;211;399;501;810;934;1094;1204;1354;1423;1488
10-26,905,901672,17:00:00,29,37,140;205;265;375;415;467;538;884;1024
10-26,905,901675,17:00:00,21,37,110;214;354;545;815;925;1125;1235;1375;1455;1505;1545;1595;1674;1774;2243;2414
10-26,905,901678,11:00:00,21,37,80;203;353;563;834;954;1144;1224;1425;1505;1556;1597;1657;1726;1827;2177;2357
10-26,905,903635,7:00:00,29,37,304;494;944;1094;1295;1425;1605;1696;1766
10-26,905,903636,9:00:00,21,37,110;209;369;559;829;929;1099;1188;1337;1407;1457;1497;1547;1617;1717;2117;2257
10-26,905,904512,19:00:00,28,37,159;437;588;939;1089;1279;1409;1779;1870;1970
10-26,905,904513,9:00:00,4,12,80;434;535;605;646;706;756;826;996
10-26,906,900881,15:00:00,34,38,60;220;350;560;650
10-26,906,900884,7:00:00,11,27,150;282;351;691;832;972;1071;1171;1432;1562;1692;1903;2314;2504;2644;2945;3405
10-26,906,900884,9:00:00,12,36,120;230;365;585;742;880;1175;1295;1376;1476;1627;1737;1797;2216;2370;2563;2641;2721;2881;2931;2971;3081;3142;3282;3413
10-26,906,900887,13:00:00,7,35,60;170;220;280;421;522;585;920;1060;1219;1300;1410;1600;1720;1811;1930;2159;2334;2464;2624;2824;2965;3065;3165;3425;3485;3576;3727;3857
10-26,906,900887,15:00:00,16,37,160;318;707;847;927;1017;1227;1317;1387;1907;2157;2365;2454;2534;2674;2744;2784;2905;2975;3155;3285;3565
10-26,906,900887,21:00:00,27,39,170;300;390;490;640;720;770;920;1020;1220;1390;1430;1530
10-26,906,900887,7:00:00,35,39,90;311;462;512;597
10-26,906,900887,9:00:00,32,38,40;160;230;390;530;800;870
10-26,906,900890,17:00:00,22,36,190;450;661;881;1241;1480;1660;1750;1900;2081;2191;2281;2460;2611;2809
10-26,906,900891,9:00:00,30,39,110;220;330;440;550;660;770;880;990;1100
10-26,906,900892,15:00:00,7,29,110;280;360;470;820;930;1090;1280;1530;1791;1960;2436;2596;2686;2794;3024;3124;3184;3684;3873;4077;4168;4267
10-26,906,900892,17:00:00,19,36,170;240;320;420;659;850;1049;1345;1595;1735;1865;1969;2179;2229;2329;2499;2639;2842
10-26,906,900892,9:00:00,23,37,100;170;470;631;822;905;986;1166;1226;1266;1376;1446;1616;1736;2026
10-26,906,900894,19:00:00,20,37,90;200;390;520;590;860;1130;1353;1443;1543;1713;1783;1833;1963;2033;2184;2334;2683
10-26,906,901651,13:00:00,6,31,225;325;455;515;624;775;885;995;1175;1435;1585;1735;2054;2183;2283;2363;2553;2663;2723;3054;3344;3561;3649;3729;3875;3945
10-26,906,901651,15:00:00,2,29,110;175;367;492;642;692;822;862;912;1032;1223;1293;1601;1740;1860;1940;2029;2229;2309;2389;2549;2789;2999;3119;3372;3602;3732;3822
10-26,906,902451,13:00:00,26,37,240;449;536;606;786;836;876;986;1046;1156;1276;1536
10-26,906,902451,17:00:00,3,23,89;130;224;524;614;773;834;935;1135;1265;1375;1586;1796;1945;2106;2407;2547;2628;2738;2918;3038
10-26,906,902451,19:00:00,2,30,110;199;373;484;619;659;781;821;861;981;1195;1255;1522;1662;1782;1862;1952;2103;2203;2273;2403;2533;2693;2813;3033;3253;3383;3473;3593
10-26,906,902451,21:00:00,13,38,89;248;418;558;699;885;962;1052;1162;1332;1427;1477;1657;1867;2076;2149;2225;2388;2443;2483;2603;2663;2803;2909;3159;3216
10-26,906,902453,21:00:00,19,37,81;151;241;451;562;612;793;1024;1232;1311;1385;1560;1610;1650;1760;1815;1945;2054;2305
10-26,906,904893,17:00:00,11,30,192;334;467;651;923;1093;1236;1551;1660;1755;1843;2053;2172;2236;2419;2674;2908;3012;3084;3212
10-26,906,904893,9:00:00,12,35,211;277;606;732;870;968;1105;1273;1396;1485;1638;1862;2099;2240;2417;2643;2794;2897;3003;3203;3295;3381;3581;3697
10-26,906,905152,17:00:00,19,37,106;194;312;514;627;695;944;1215;1454;1539;1622;1806;1868;1914;2027;2100;2279;2399;2678
10-26,906,906588,15:00:00,30,37,110;220;330;440;550;660;770;880
10-26,906,906772,9:00:00,20,37,70;160;340;440;500;910;1080;1270;1350;1426;1605;1655;1695;1805;1865;1995;2125;2367
10-26,906,906777,15:00:00,17,39,90;181;341;441;521;661;891;1081;1221;1431;1681;1821;1911;2051;2172;2282;2342;2532;2612;2872;3082;3122;3206
10-26,906,906777,19:00:00,21,39,71;221;311;442;562;732;932;1062;1162;1263;1443;1493;1583;1763;1913;2153;2343;2382;2483
10-26,906,906777,7:00:00,19,36,160;270;360;490;669;859;959;1067;1247;1397;1473;1554;1674;1774;1884;1994;2085;2274
10-26,906,906778,13:00:00,33,37,110;170;309;429;686
10-26,906,906779,7:00:00,16,32,130;220;330;571;701;820;1030;1460;1660;1796;2014;2434;2614;2724;2892;3142;3253
10-26,906,906973,21:00:00,11,26,111;213;277;555;669;778;850;946;1110;1176;1251;1320;1491;1631;1741;1920
10-26,906,906974,15:00:00,35,39,125;337;527;569;642
10-26,906,906974,17:00:00,23,37,114;209;514;684;916;1012;1089;1272;1335;1379;1509;1584;1853;1977;2282
10-26,906,906975,15:00:00,22,39,169;427;604;736;1012;1272;1402;1503;1566;1734;1785;1881;2030;2126;2320;2528;2567;2637
10-26,906,906975,9:00:00,17,39,82;193;388;482;576;739;959;1171;1285;1407;1610;1766;1859;1940;2053;2148;2245;2417;2520;2718;2904;2939;3010
10-26,906,906976,11:00:00,7,30,96;246;315;414;634;735;847;1017;1232;1380;1532;1951;2097;2205;2321;2569;2676;2764;3043;3304;3507;3602;3685;3880
10-26,906,906976,13:00:00,18,39,111;322;417;498;614;844;1018;1137;1327;1532;1662;1745;1868;1998;2050;2136;2319;2412;2611;2768;2805;2876
10-26,906,906976,17:00:00,30,37,208;263;308;420;485;672;808;1101
10-26,906,906977,19:00:00,8,35,116;157;203;331;538;603;931;1045;1164;1244;1351;1507;1589;1668;1796;2001;2175;2296;2558;2791;2930;3028;3128;3317;3365;3406;3579;3709
10-26,906,906978,9:00:00,6,35,169;225;343;390;443;595;776;844;1180;1308;1448;1538;1663;1884;1971;2052;2176;2385;2580;2701;2868;3095;3236;3325;3435;3534;3622;3714;3876;3965
10-26,906,906981,17:00:00,30,35,173;230;275;400;475;714
10-26,906,906982,19:00:00,27,39,203;335;428;523;688;739;822;963;1085;1276;1433;1472;1539
10-26,907,901615,15:00:00,11,33,85;175;325;565;635;744;850;1090;1170;1265;1525;1715;1805;2008;2159;2319;2409;2509;2659;2830;2991;3245;3340
10-26,907,905514,11:00:00,14,32,210;440;530;590;821;941;1021;1150;1261;1501;1621;1701;1781;1964;2013;2144;2265;2414;2584
10-26,907,905514,21:00:00,8,33,131;331;402;482;572;702;822;892;972;1082;1252;1322;1396;1546;1697;1767;1941;2071;2212;2292;2392;2542;2770;2931;3061;3182
10-26,907,905516,7:00:00,8,28,150;370;454;564;674;804;934;1004;1114;1244;1464;1544;1643;1844;2063;2143;2343;2433;2613;2703;2812
10-26,907,905517,17:00:00,4,25,79;229;410;450;620;819;896;989;1090;1261;1881;1941;2032;2162;2422;2502;2613;2874;3114;3204;3404;3584
10-26,907,905520,11:00:00,10,33,59;168;245;372;583;703;853;984;1294;1424;1524;1784;1974;2164;2388;2548;2728;2818;2938;3119;3327;3501;3729;3806
10-26,907,905521,11:00:00,19,32,119;236;316;606;837;946;1026;1115;1283;1333;1503;1653;1813;1994
10-26,907,905521,7:00:00,3,26,76;206;347;599;783;862;932;1092;1202;1422;1526;1707;1867;1947;2017;2208;2318;2408;2488;2628;2888;3038;3138;3230
10-26,907,905521,9:00:00,19,33,81;182;413;604;689;890;1060;1250;1339;1448;1612;1885;2075;2310;2394
10-26,907,905522,19:00:00,28,33,110;269;499;650;892;966
10-26,907,905522,9:00:00,28,32,41;191;310;429;599
10-26,907,905524,17:00:00,25,32,80;156;322;363;534;664;774;954
10-26,907,905524,9:00:00,24,33,201;371;532;620;729;916;1136;1316;1544;1634
10-26,907,905525,11:00:00,3,28,230;365;567;817;867;1009;1188;1252;1333;1427;1577;1867;1938;2033;2153;2373;2453;2545;2760;2941;3038;3239;3399;3558;3698;3818
10-26,907,905525,9:00:00,29,33,202;418;594;796;867
10-26,907,905526,11:00:00,7,32,312;391;454;605;794;984;1086;1301;1561;1641;1730;1980;2100;2200;2320;2529;2790;2890;2969;3045;3214;3264;3404;3544;3673;3833
10-26,907,905526,13:00:00,26,33,180;267;365;511;719;884;1093;1182
10-26,907,905526,19:00:00,19,33,80;160;361;491;555;731;791;951;1041;1141;1311;1517;1671;1821;1893
10-26,907,905526,9:00:00,8,33,130;316;386;475;566;734;974;1044;1134;1264;1473;1563;1678;1918;2111;2235;2441;2611;2750;2830;3038;3238;3493;3740;3850;3960
10-26,907,905527,17:00:00,8,32,70;137;296;436;635;735;916;1076;1156;1237;1537;1637;1726;1806;2037;2316;2446;2576;2656;2838;2878;3098;3258;3378;3522
10-26,907,905528,9:00:00,19,33,70;184;390;600;671;858;999;1159;1249;1350;1520;1697;1862;2098;2162
10-26,907,905529,13:00:00,12,33,82;260;500;571;671;801;961;1041;1110;1322;1492;1582;1763;1894;2081;2170;2270;2500;2730;2966;3176;3281
10-26,907,905529,21:00:00,9,32,60;190;291;461;546;717;907;987;1048;1239;1340;1430;1520;1660;1830;1951;2041;2131;2312;2362;2512;2622;2732;2882
10-26,907,905529,7:00:00,25,33,151;301;389;489;679;919;1118;1418;1508
10-26,907,905529,9:00:00,25,32,85;167;354;404;554;684;795;955
10-26,907,905531,11:00:00,29,33,200;449;651;962;1043
10-26,907,905531,17:00:00,25,33,160;360;460;580;790;1074;1287;1687;1757
10-26,907,905533,17:00:00,13,31,180;510;579;669;799;1080;1160;1232;1472;1682;1763;1952;2113;2293;2383;2493;2722;2978;3178
10-26,907,905534,15:00:00,19,33,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1630
10-26,907,905534,7:00:00,4,28,120;250;440;500;680;900;989;1089;1210;1380;1649;1739;1859;2029;2399;2509;2639;2858;3018;3098;3309;3420;3569;3660;3760
10-26,907,905536,17:00:00,22,33,140;230;430;610;800;890;1002;1233;1423;1633;2023;2114
10-26,907,905536,7:00:00,23,33,90;280;350;530;620;730;920;1078;1267;1525;1655
10-26,907,905537,19:00:00,12,21,104;263;713;783;872;982;1232;1302;1382;1582
10-26,908,900899,7:00:00,36,47,190;311;411;471;781;928;1188;1321;1461;1596;1797;1887
10-26,908,900902,11:00:00,25,41,170;268;1268;1580;1690;1920;1990;2090;2180;2327;2447;2737;2797;2907;2997;3290;3823
10-26,908,900904,17:00:00,23,46,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1650;1760;1870;1980;2090;2200;2310;2420;2530;2640
10-26,908,900904,21:00:00,17,46,109;218;357;562;703;834;878;1055;1136;1307;1437;1541;1712;1851;1921;1991;2052;2107;2182;2302;2342;2394;2474;2631;2737;2857;2941;3001;3107;3216
10-26,908,900907,11:00:00,15,39,160;270;330;441;691;982;1112;1292;1392;1473;1703;1813;1883;2143;2304;2404;2555;2725;2805;2895;3035;3205;3415;3585;3645
10-26,908,900909,11:00:00,25,46,61;141;289;417;547;796;886;966;1042;1161;1262;1427;1487;1577;1667;1907;2029;2139;2251;2347;2476;2606
10-26,908,900909,9:00:00,30,47,90;275;435;506;586;696;886;1047;1157;1216;1496;1620;1800;1959;2060;2195;2310;2380
10-26,908,900910,11:00:00,8,35,160;254;423;593;654;745;925;1064;1131;1187;1262;1522;1752;1902;2634;2706;2758;2868;2978;3088;3198;3308;3418;3528;3569;3719;3799;3949
10-26,908,900910,7:00:00,21,42,115;275;346;409;588;667;730;930;1050;1111;1267;1457;1527;1597;1727;1927;2027;2137;2227;2677;2878;3058
10-26,908,900911,15:00:00,24,46,136;215;335;475;596;775;955;1026;1115;1194;1315;1428;1578;1628;1702;1802;2041;2159;2304;2383;2468;2572;2742
10-26,908,900911,17:00:00,17,36,60;139;389;589;752;952;1032;1093;1284;1405;1475;1780;1911;2002;2192;2352;2422;2493;2643;3104
10-26,908,900911,9:00:00,40,47,180;287;437;541;623;738;834;894
10-26,908,900913,15:00:00,30,47,80;250;430;510;600;741;911;1090;1200;1261;1621;1766;1937;2057;2157;2305;2409;2480
10-26,908,900913,17:00:00,34,46,110;211;371;421;501;581;869;989;1101;1231;1344;1474;1640
10-26,908,900913,19:00:00,12,40,70;180;313;434;504;554;635;895;1088;1218;1397;1487;1537;1741;1816;1895;2075;2192;2252;2372;2493;2543;2613;2722;2892;3012;3112;3182;3422
10-26,908,900914,17:00:00,22,40,200;299;380;622;702;772;1011;1151;1242;1372;1583;1652;1742;1923;2123;2403;2512;2602;2972
